assembly,query,contig,pident,alen,qlen,qstart,qend,sstart,send,evalue,bitscore
Sb_strain17,HXT5|YHR096C|592,CM002958.1,68.99,574,592,24,591,269543,267831,0.0,771.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,70.261,575,592,24,591,1143710,1141986,0.0,820.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,68.995,587,592,15,591,1141298,1139538,0.0,816.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,69.739,575,592,24,591,1135870,1134146,0.0,813.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,73.393,560,592,34,591,1147011,1145335,0.0,804.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,46.417,321,592,56,367,960,1,1.26e-93,314.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,31.304,575,592,8,567,207787,209442,1.98e-73,255.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,31.799,478,592,84,549,100116,101504,1.73e-71,249.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,26.415,477,592,99,563,1481886,1483283,7.79e-50,185.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,26.146,589,592,17,580,1418756,1417053,1.36e-45,172.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,27.256,543,592,80,553,1223635,1222112,2.64e-39,153.0
Sb_strain17,HXT5|YHR096C|592,CM002954.1,21.589,491,592,26,494,91429,90065,5.17e-10,61.2
Sb_strain17,HXT5|YHR096C|592,CM002946.1,65.172,580,592,9,588,270355,272037,0.0,783.0
Sb_strain17,HXT5|YHR096C|592,CM002947.1,66.475,522,592,56,570,282803,284368,0.0,707.0
Sb_strain17,HXT5|YHR096C|592,CM002947.1,21.915,470,592,144,555,18356,17001,1.5e-10,63.2
Sb_strain17,HXT5|YHR096C|592,CM002956.1,64.815,540,592,40,568,98676,100292,0.0,695.0
Sb_strain17,HXT5|YHR096C|592,CM002956.1,23.077,481,592,97,550,38561,39928,9.18e-24,105.0
Sb_strain17,HXT5|YHR096C|592,CM002960.1,67.711,415,592,78,491,3586,4830,0.0,589.0
Sb_strain17,HXT5|YHR096C|592,CM002960.1,71.277,94,592,495,588,4835,5116,0.0,121.0
Sb_strain17,HXT5|YHR096C|592,JPJH02000409.1,58.457,337,592,231,567,9854,8844,4.69e-138,442.0
Sb_strain17,HXT5|YHR096C|592,JPJH02000409.1,24.111,506,592,91,581,3397,4869,1.01e-24,108.0
Sb_strain17,HXT5|YHR096C|592,CM002948.1,37.616,537,592,51,550,24430,22847,7.02e-112,367.0
Sb_strain17,HXT5|YHR096C|592,CM002949.1,28.801,559,592,41,567,93165,94763,1.04e-49,185.0
Sb_strain17,HXT5|YHR096C|592,CM002952.1,27.553,421,592,131,541,706483,705290,1.15e-28,120.0
Sb_strain17,HXT5|YHR096C|592,CM002952.1,22.925,506,592,101,581,808480,807038,1.2e-23,105.0
Sb_strain17,HXT5|YHR096C|592,CM002957.1,24.286,420,592,131,538,265520,264327,4.24e-26,112.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,99.825,570,570,1,570,1135855,1134146,0.0,1168.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,99.649,570,570,1,570,1141247,1139538,0.0,1166.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,89.298,570,570,1,570,1143695,1141986,0.0,1053.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,75.752,565,570,7,570,1147014,1145335,0.0,833.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,49.415,342,570,6,346,1023,1,1.41e-104,345.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,33.122,474,570,70,528,100140,101504,3.69e-71,248.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,31.864,499,570,58,546,207985,209442,1.12e-68,240.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,27.47,506,570,78,567,1481886,1483361,2.09e-51,189.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,28.288,555,570,23,558,1418645,1417056,5.03e-44,167.0
Sb_strain17,HXT6|YDR343C|570,CM002954.1,25.688,545,570,53,532,1223668,1222112,1.69e-37,147.0
Sb_strain17,HXT6|YDR343C|570,CM002958.1,82.465,576,570,1,570,269558,267831,0.0,936.0
Sb_strain17,HXT6|YDR343C|570,CM002958.1,73.285,554,570,19,570,273443,271794,0.0,815.0
Sb_strain17,HXT6|YDR343C|570,CM002958.1,69.402,585,570,8,570,277416,275662,0.0,803.0
Sb_strain17,HXT6|YDR343C|570,CM002946.1,73.063,568,570,3,567,270334,272037,0.0,879.0
Sb_strain17,HXT6|YDR343C|570,CM002947.1,69.231,533,570,17,546,282767,284359,0.0,749.0
Sb_strain17,HXT6|YDR343C|570,CM002956.1,68.302,530,570,21,546,98706,100289,0.0,734.0
Sb_strain17,HXT6|YDR343C|570,CM002956.1,24.158,505,570,53,529,38492,39928,9.36e-25,108.0
Sb_strain17,HXT6|YDR343C|570,CM002960.1,67.516,471,570,4,473,3442,4839,0.0,655.0
Sb_strain17,HXT6|YDR343C|570,CM002960.1,74.157,89,570,481,569,4856,5122,0.0,133.0
Sb_strain17,HXT6|YDR343C|570,JPJH02000409.1,66.957,345,570,210,554,9854,8820,5.39e-154,487.0
Sb_strain17,HXT6|YDR343C|570,JPJH02000409.1,21.587,542,570,29,532,3247,4785,4.55e-18,87.0
Sb_strain17,HXT6|YDR343C|570,CM002948.1,38.686,548,570,7,529,24460,22847,2.56e-113,370.0
Sb_strain17,HXT6|YDR343C|570,CM002949.1,28.947,532,570,28,531,93204,94721,1.23e-44,169.0
Sb_strain17,HXT6|YDR343C|570,CM002952.1,27.273,418,570,110,520,706483,705290,1.82e-26,114.0
Sb_strain17,HXT6|YDR343C|570,CM002952.1,21.856,485,570,80,532,808480,807125,1.64e-16,82.0
Sb_strain17,HXT6|YDR343C|570,CM002957.1,24.766,428,570,110,517,265520,264327,6.36e-26,112.0
Sb_strain17,HXT6|YDR343C|570,CM002955.1,45.098,51,570,52,102,12111,11959,1.14e-07,53.5
Sb_strain17,HXT7|YDR342C|570,CM002954.1,99.649,570,570,1,570,1135855,1134146,0.0,1167.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,99.474,570,570,1,570,1141247,1139538,0.0,1165.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,89.123,570,570,1,570,1143695,1141986,0.0,1051.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,75.752,565,570,7,570,1147014,1145335,0.0,833.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,49.415,342,570,6,346,1023,1,1.3e-104,345.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,33.122,474,570,70,528,100140,101504,3.14e-71,248.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,31.864,499,570,58,546,207985,209442,9.4e-69,240.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,27.47,506,570,78,567,1481886,1483361,3.49e-51,189.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,28.055,581,570,6,558,1418723,1417056,4.63e-44,167.0
Sb_strain17,HXT7|YDR342C|570,CM002954.1,25.688,545,570,53,532,1223668,1222112,1.78e-37,147.0
Sb_strain17,HXT7|YDR342C|570,CM002958.1,82.465,576,570,1,570,269558,267831,0.0,936.0
Sb_strain17,HXT7|YDR342C|570,CM002958.1,73.285,554,570,19,570,273443,271794,0.0,815.0
Sb_strain17,HXT7|YDR342C|570,CM002958.1,69.402,585,570,8,570,277416,275662,0.0,802.0
Sb_strain17,HXT7|YDR342C|570,CM002946.1,73.063,568,570,3,567,270334,272037,0.0,879.0
Sb_strain17,HXT7|YDR342C|570,CM002947.1,69.231,533,570,17,546,282767,284359,0.0,749.0
Sb_strain17,HXT7|YDR342C|570,CM002956.1,68.302,530,570,21,546,98706,100289,0.0,733.0
Sb_strain17,HXT7|YDR342C|570,CM002956.1,24.158,505,570,53,529,38492,39928,8.96e-25,108.0
Sb_strain17,HXT7|YDR342C|570,CM002960.1,67.516,471,570,4,473,3442,4839,0.0,655.0
Sb_strain17,HXT7|YDR342C|570,CM002960.1,74.157,89,570,481,569,4856,5122,0.0,133.0
Sb_strain17,HXT7|YDR342C|570,JPJH02000409.1,66.957,345,570,210,554,9854,8820,5.13e-154,487.0
Sb_strain17,HXT7|YDR342C|570,JPJH02000409.1,21.587,542,570,29,532,3247,4785,4.79e-18,87.0
Sb_strain17,HXT7|YDR342C|570,CM002948.1,38.686,548,570,7,529,24460,22847,2.37e-113,370.0
Sb_strain17,HXT7|YDR342C|570,CM002949.1,28.947,532,570,28,531,93204,94721,1.28e-44,169.0
Sb_strain17,HXT7|YDR342C|570,CM002952.1,27.273,418,570,110,520,706483,705290,1.69e-26,114.0
Sb_strain17,HXT7|YDR342C|570,CM002952.1,21.856,485,570,80,532,808480,807125,1.43e-16,82.4
Sb_strain17,HXT7|YDR342C|570,CM002957.1,24.766,428,570,110,517,265520,264327,7.33e-26,112.0
Sb_strain17,HXT7|YDR342C|570,CM002955.1,45.098,51,570,52,102,12111,11959,1.09e-07,53.5
Sb_strain17,HXT8|YJL214W|569,CM002960.1,98.52,473,569,1,473,3415,4833,0.0,929.0
Sb_strain17,HXT8|YJL214W|569,CM002960.1,92.708,96,569,474,569,4829,5116,0.0,165.0
Sb_strain17,HXT8|YJL214W|569,CM002946.1,67.77,574,569,1,569,270319,272037,0.0,820.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,70.265,565,569,10,569,1141238,1139547,0.0,803.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,70.265,565,569,10,569,1135846,1134155,0.0,802.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,66.372,565,569,10,569,1143686,1141995,0.0,756.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,66.187,556,569,15,569,1147002,1145344,0.0,717.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,48.503,334,569,16,348,1002,1,4.47e-102,337.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,31.276,486,569,73,548,208027,209442,2.55e-67,236.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,28.922,529,569,49,566,100071,101594,7.06e-66,232.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,25.743,505,569,81,560,1481892,1483358,9.18e-43,163.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,25.693,541,569,14,533,1418651,1417134,9.61e-38,148.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,24.68,547,569,55,534,1223665,1222112,2.84e-30,125.0
Sb_strain17,HXT8|YJL214W|569,CM002954.1,24.631,406,569,79,459,91204,90113,1.02e-07,53.9
Sb_strain17,HXT8|YJL214W|569,CM002958.1,68.728,566,569,10,569,269534,267840,0.0,761.0
Sb_strain17,HXT8|YJL214W|569,CM002958.1,67.619,525,569,48,569,277242,275671,0.0,704.0
Sb_strain17,HXT8|YJL214W|569,CM002958.1,63.441,558,569,15,569,273473,271803,0.0,699.0
Sb_strain17,HXT8|YJL214W|569,CM002947.1,63.553,546,569,3,548,282785,284359,0.0,686.0
Sb_strain17,HXT8|YJL214W|569,CM002956.1,64.66,515,569,35,548,98748,100289,0.0,652.0
Sb_strain17,HXT8|YJL214W|569,CM002956.1,22.133,497,569,55,528,38495,39919,3.36e-17,84.3
Sb_strain17,HXT8|YJL214W|569,JPJH02000409.1,61.471,340,569,212,551,9854,8835,3.27e-141,450.0
Sb_strain17,HXT8|YJL214W|569,JPJH02000409.1,21.257,541,569,15,541,3241,4806,6.16e-19,89.7
Sb_strain17,HXT8|YJL214W|569,CM002948.1,38.16,511,569,44,530,24358,22850,9.41e-101,333.0
Sb_strain17,HXT8|YJL214W|569,CM002949.1,28.444,559,569,2,533,93105,94721,7.97e-42,160.0
Sb_strain17,HXT8|YJL214W|569,CM002957.1,25.118,422,569,107,519,265535,264327,8.27e-24,105.0
Sb_strain17,HXT8|YJL214W|569,CM002952.1,25.806,434,569,107,530,706498,705272,3.62e-23,103.0
Sb_strain17,HXT8|YJL214W|569,CM002952.1,22.34,470,569,81,534,808480,807125,2.72e-17,84.7
Sb_strain17,HXT8|YJL214W|569,CM002955.1,31.507,73,569,30,101,12183,11965,1.04e-06,50.4
Sb_strain17,HXT10|YFL011W|546,CM002956.1,100.0,546,546,1,546,98700,100337,0.0,1110.0
Sb_strain17,HXT10|YFL011W|546,CM002956.1,22.593,509,546,37,513,38492,39928,8.58e-23,102.0
Sb_strain17,HXT10|YFL011W|546,CM002947.1,81.481,513,546,21,533,282830,284368,0.0,858.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,68.491,530,546,3,530,1141187,1139610,0.0,738.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,68.302,530,546,3,530,1135795,1134218,0.0,735.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,66.604,530,546,3,530,1143635,1142058,0.0,706.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,66.341,511,546,20,530,1146909,1145407,0.0,666.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,51.864,295,546,37,330,885,1,7.19e-100,330.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,31.992,522,546,12,512,99981,101504,2.53e-77,265.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,32.271,502,546,41,530,207976,209442,9.5e-75,257.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,27.846,492,546,62,526,1481886,1483283,7.31e-49,181.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,28.0,525,546,22,521,1418609,1417110,1.77e-39,153.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,25.573,524,546,59,517,1223602,1222109,3.96e-30,124.0
Sb_strain17,HXT10|YFL011W|546,CM002954.1,21.318,516,546,25,510,91363,89903,1.26e-10,63.2
Sb_strain17,HXT10|YFL011W|546,CM002946.1,65.577,520,546,15,530,270415,271974,0.0,715.0
Sb_strain17,HXT10|YFL011W|546,CM002958.1,67.059,510,546,22,531,277254,275731,0.0,688.0
Sb_strain17,HXT10|YFL011W|546,CM002958.1,66.478,531,546,3,530,269483,267903,0.0,687.0
Sb_strain17,HXT10|YFL011W|546,CM002958.1,62.9,531,546,3,530,273458,271866,0.0,654.0
Sb_strain17,HXT10|YFL011W|546,CM002960.1,65.144,416,546,41,455,3586,4833,0.0,566.0
Sb_strain17,HXT10|YFL011W|546,CM002960.1,74.242,66,546,465,530,4856,5053,1.08e-16,82.8
Sb_strain17,HXT10|YFL011W|546,JPJH02000409.1,61.424,337,546,194,530,9854,8844,1.33e-139,445.0
Sb_strain17,HXT10|YFL011W|546,JPJH02000409.1,22.376,505,546,23,513,3301,4776,6.31e-21,95.9
Sb_strain17,HXT10|YFL011W|546,CM002948.1,39.406,505,546,31,513,24307,22847,3.16e-106,348.0
Sb_strain17,HXT10|YFL011W|546,CM002949.1,27.977,529,546,20,514,93222,94718,1.02e-40,157.0
Sb_strain17,HXT10|YFL011W|546,CM002952.1,28.293,410,546,108,504,706441,705290,3.99e-25,109.0
Sb_strain17,HXT10|YFL011W|546,CM002952.1,21.767,464,546,64,512,808480,807137,1.18e-19,92.0
Sb_strain17,HXT10|YFL011W|546,CM002957.1,23.618,398,546,94,483,265520,264390,1.19e-23,104.0
Sb_strain17,HXT10|YFL011W|546,CM002955.1,44.0,50,546,35,84,12114,11965,7.86e-07,50.8
Sb_strain17,HXT13|YEL069C|564,JPJH02000409.1,94.444,360,564,203,562,9854,8775,0.0,701.0
Sb_strain17,HXT13|YEL069C|564,JPJH02000409.1,22.991,535,564,18,532,3253,4806,5.17e-19,90.1
Sb_strain17,HXT13|YEL069C|564,CM002946.1,59.563,549,564,18,555,270400,272028,0.0,667.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,62.083,509,564,44,552,1141094,1139571,0.0,643.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,61.886,509,564,44,552,1135702,1134179,0.0,640.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,89.181,342,564,1,339,1026,1,0.0,630.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,58.743,509,564,44,552,1143542,1142019,0.0,621.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,54.792,553,564,1,552,1147014,1145368,0.0,604.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,30.453,486,564,64,539,208027,209442,4.3e-64,226.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,28.177,543,564,5,521,99942,101504,1.61e-63,225.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,27.429,525,564,50,553,1481826,1483361,3.35e-56,203.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,27.148,512,564,57,542,1418525,1417080,1.87e-42,162.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,22.306,529,564,65,525,1223608,1222112,6.59e-26,112.0
Sb_strain17,HXT13|YEL069C|564,CM002954.1,20.048,419,564,75,479,91201,90026,1.41e-10,63.2
Sb_strain17,HXT13|YEL069C|564,CM002958.1,55.717,551,564,2,552,269507,267864,0.0,608.0
Sb_strain17,HXT13|YEL069C|564,CM002958.1,54.348,552,564,3,552,273479,271827,0.0,602.0
Sb_strain17,HXT13|YEL069C|564,CM002958.1,52.505,539,564,20,558,277269,275680,0.0,580.0
Sb_strain17,HXT13|YEL069C|564,CM002947.1,55.904,542,564,4,545,282761,284371,0.0,604.0
Sb_strain17,HXT13|YEL069C|564,CM002947.1,24.029,412,564,110,463,18374,17223,1.66e-10,62.8
Sb_strain17,HXT13|YEL069C|564,CM002956.1,58.35,497,564,43,539,98802,100289,0.0,590.0
Sb_strain17,HXT13|YEL069C|564,CM002956.1,22.746,488,564,68,522,38561,39928,1.02e-18,89.4
Sb_strain17,HXT13|YEL069C|564,CM002960.1,54.955,444,564,20,463,3502,4830,8.82e-165,512.0
Sb_strain17,HXT13|YEL069C|564,CM002960.1,56.471,85,564,474,558,4856,5107,8.82e-165,86.3
Sb_strain17,HXT13|YEL069C|564,CM002948.1,36.289,485,564,59,522,24277,22847,1.25e-95,318.0
Sb_strain17,HXT13|YEL069C|564,CM002955.1,97.826,92,564,1,92,12240,11965,2.24e-52,192.0
Sb_strain17,HXT13|YEL069C|564,CM002949.1,29.706,579,564,2,550,93204,94796,3.13e-47,177.0
Sb_strain17,HXT13|YEL069C|564,CM002952.1,24.94,417,564,103,511,706483,705296,2.48e-28,119.0
Sb_strain17,HXT13|YEL069C|564,CM002952.1,22.785,474,564,72,532,808480,807104,1.91e-18,88.2
Sb_strain17,HXT13|YEL069C|564,CM002957.1,23.261,417,564,103,509,265520,264330,1.95e-23,104.0
Sb_strain17,HXT14|YNL318C|540,CM002948.1,98.889,540,540,1,540,24460,22841,0.0,1092.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,38.94,547,540,1,538,1141229,1139661,1.45e-107,352.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,38.94,547,540,1,538,1135837,1134269,1.87e-107,352.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,36.861,548,540,1,538,1143677,1142109,6.02e-102,336.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,36.907,485,540,62,537,1146846,1145461,4.48e-95,316.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,28.462,520,540,28,537,100023,101504,1.94e-61,218.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,30.515,485,540,61,538,208009,209391,3.26e-61,217.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,34.437,302,540,62,363,843,1,3.06e-48,179.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,25.466,483,540,66,537,1481862,1483229,1.76e-34,137.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,25.184,544,540,18,538,1418642,1417140,1.6e-32,132.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,23.715,603,540,7,538,1223785,1222121,1.26e-29,123.0
Sb_strain17,HXT14|YNL318C|540,CM002954.1,23.868,574,540,2,528,91480,89924,5.45e-19,89.7
Sb_strain17,HXT14|YNL318C|540,CM002958.1,38.246,536,540,11,538,277284,275785,6.11e-106,347.0
Sb_strain17,HXT14|YNL318C|540,CM002958.1,37.996,529,540,19,538,269474,267954,4.28e-101,333.0
Sb_strain17,HXT14|YNL318C|540,CM002958.1,35.338,532,540,21,537,273446,271920,8.88e-97,321.0
Sb_strain17,HXT14|YNL318C|540,CM002947.1,35.986,553,540,4,537,282713,284305,7.46e-105,344.0
Sb_strain17,HXT14|YNL318C|540,CM002947.1,21.133,459,540,131,540,18341,17010,8.64e-08,53.9
Sb_strain17,HXT14|YNL318C|540,CM002946.1,36.612,549,540,8,538,270403,271923,1.22e-104,343.0
Sb_strain17,HXT14|YNL318C|540,CM002956.1,39.448,507,540,52,540,98790,100244,3.25e-102,337.0
Sb_strain17,HXT14|YNL318C|540,CM002956.1,23.471,507,540,66,540,38546,39934,6.27e-18,86.7
Sb_strain17,HXT14|YNL318C|540,CM002960.1,39.529,425,540,62,478,3616,4827,5.94e-88,295.0
Sb_strain17,HXT14|YNL318C|540,JPJH02000409.1,34.731,334,540,213,538,9854,8895,2.69e-57,206.0
Sb_strain17,HXT14|YNL318C|540,JPJH02000409.1,22.449,490,540,65,538,3397,4776,4.24e-12,67.8
Sb_strain17,HXT14|YNL318C|540,CM002949.1,24.021,562,540,6,538,93192,94715,1.04e-31,129.0
Sb_strain17,HXT14|YNL318C|540,CM002952.1,24.79,476,540,61,529,706654,705290,4.27e-25,108.0
Sb_strain17,HXT14|YNL318C|540,CM002952.1,22.951,488,540,75,538,808480,807134,2.82e-14,74.7
Sb_strain17,HXT14|YNL318C|540,CM002957.1,24.018,433,540,113,534,265520,264303,2.79e-21,97.1
Sb_strain17,HXT15|YDL245C|567,JPJH02000409.1,100.0,362,567,206,567,9854,8769,0.0,740.0
Sb_strain17,HXT15|YDL245C|567,JPJH02000409.1,23.158,475,567,73,535,3421,4806,1.67e-16,82.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,100.0,342,567,1,342,1026,1,0.0,705.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,58.0,550,567,2,550,1141232,1139586,0.0,637.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,57.818,550,567,2,550,1135840,1134194,0.0,634.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,54.182,550,567,2,550,1143680,1142034,0.0,609.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,55.292,548,567,1,545,1147014,1145398,0.0,595.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,30.648,509,567,67,565,208027,209466,2.03e-63,224.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,29.873,472,567,67,524,100146,101504,5.75e-62,220.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,27.455,499,567,53,538,1481826,1483283,9.66e-53,193.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,27.239,536,567,60,567,1418525,1417017,1.02e-42,163.0
Sb_strain17,HXT15|YDL245C|567,CM002954.1,24.37,238,567,28,261,1223731,1223060,1.72e-12,69.3
Sb_strain17,HXT15|YDL245C|567,CM002954.1,25.112,223,567,308,529,1222735,1222109,4.51e-12,67.8
Sb_strain17,HXT15|YDL245C|567,CM002954.1,20.048,419,567,78,482,91201,90026,3.25e-11,65.1
Sb_strain17,HXT15|YDL245C|567,CM002946.1,57.774,566,567,1,560,270340,272034,0.0,665.0
Sb_strain17,HXT15|YDL245C|567,CM002958.1,54.212,546,567,1,545,273485,271857,0.0,598.0
Sb_strain17,HXT15|YDL245C|567,CM002958.1,55.249,543,567,5,545,269519,267894,0.0,593.0
Sb_strain17,HXT15|YDL245C|567,CM002958.1,53.743,521,567,23,542,277269,275734,0.0,569.0
Sb_strain17,HXT15|YDL245C|567,CM002947.1,54.943,526,567,17,542,282785,284359,0.0,590.0
Sb_strain17,HXT15|YDL245C|567,CM002947.1,24.396,414,567,113,466,18374,17223,8.76e-11,63.5
Sb_strain17,HXT15|YDL245C|567,CM002956.1,57.172,495,567,48,542,98808,100289,0.0,583.0
Sb_strain17,HXT15|YDL245C|567,CM002956.1,22.746,488,567,71,525,38561,39928,8e-18,86.3
Sb_strain17,HXT15|YDL245C|567,CM002960.1,57.178,411,567,56,466,3598,4830,1.5e-162,506.0
Sb_strain17,HXT15|YDL245C|567,CM002960.1,62.319,69,567,477,545,4856,5062,1.5e-162,84.7
Sb_strain17,HXT15|YDL245C|567,CM002948.1,35.464,485,567,62,525,24277,22847,3.33e-94,315.0
Sb_strain17,HXT15|YDL245C|567,CM002949.1,30.32,531,567,60,562,93330,94805,2.94e-47,177.0
Sb_strain17,HXT15|YDL245C|567,CM002955.1,70.526,95,567,1,95,12240,11965,1.21e-35,142.0
Sb_strain17,HXT15|YDL245C|567,CM002952.1,24.221,417,567,106,514,706483,705296,3.98e-26,112.0
Sb_strain17,HXT15|YDL245C|567,CM002952.1,23.819,529,567,42,547,808600,807098,1.95e-17,85.1
Sb_strain17,HXT15|YDL245C|567,CM002957.1,22.249,409,567,106,504,265520,264348,7.09e-21,96.3
Sb_strain17,HXT16|YJR158W|567,JPJH02000409.1,99.448,362,567,206,567,9854,8769,0.0,736.0
Sb_strain17,HXT16|YJR158W|567,JPJH02000409.1,22.947,475,567,73,535,3421,4806,7.17e-16,80.1
Sb_strain17,HXT16|YJR158W|567,CM002954.1,99.708,342,567,1,342,1026,1,0.0,703.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,57.818,550,567,2,550,1141232,1139586,0.0,634.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,57.636,550,567,2,550,1135840,1134194,0.0,631.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,54.0,550,567,2,550,1143680,1142034,0.0,606.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,55.109,548,567,1,545,1147014,1145398,0.0,592.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,30.452,509,567,67,565,208027,209466,1.28e-62,222.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,29.661,472,567,67,524,100146,101504,3.31e-61,218.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,27.455,499,567,53,538,1481826,1483283,9.84e-53,193.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,27.239,536,567,60,567,1418525,1417017,2.56e-42,162.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,21.793,569,567,28,529,1223731,1222109,3.79e-24,106.0
Sb_strain17,HXT16|YJR158W|567,CM002954.1,20.286,419,567,78,482,91201,90026,6.69e-12,67.4
Sb_strain17,HXT16|YJR158W|567,CM002946.1,57.42,566,567,1,560,270340,272034,0.0,661.0
Sb_strain17,HXT16|YJR158W|567,CM002958.1,54.029,546,567,1,545,273485,271857,0.0,595.0
Sb_strain17,HXT16|YJR158W|567,CM002958.1,55.064,543,567,5,545,269519,267894,0.0,590.0
Sb_strain17,HXT16|YJR158W|567,CM002958.1,53.551,521,567,23,542,277269,275734,0.0,566.0
Sb_strain17,HXT16|YJR158W|567,CM002947.1,54.753,526,567,17,542,282785,284359,0.0,587.0
Sb_strain17,HXT16|YJR158W|567,CM002947.1,24.213,413,567,113,466,18374,17223,8.54e-11,63.5
Sb_strain17,HXT16|YJR158W|567,CM002956.1,56.97,495,567,48,542,98808,100289,0.0,580.0
Sb_strain17,HXT16|YJR158W|567,CM002956.1,23.944,426,567,167,553,38819,40030,2.46e-17,84.7
Sb_strain17,HXT16|YJR158W|567,CM002960.1,56.934,411,567,56,466,3598,4830,1.18e-161,505.0
Sb_strain17,HXT16|YJR158W|567,CM002960.1,62.319,69,567,477,545,4856,5062,1.18e-161,83.2
Sb_strain17,HXT16|YJR158W|567,CM002948.1,35.052,485,567,62,525,24277,22847,5.45e-93,311.0
